,Municipio,Año,Sexo,Tipo,Defunciones
598,        Arucas,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
599,        Firgas,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"26,59"
600,        Gáldar,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
601,        Ingenio,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
602,        Mogán,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
603,        Moya,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
604,        Palmas de Gran Canaria (Las),2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
605,        San Bartolomé de Tirajana,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
606,        Aldea de San Nicolás (La),2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
607,        Santa Brígida,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
608,        Santa Lucía,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
609,        Santa María de Guía,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
610,        Tejeda,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
611,        Telde,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
612,        Teror,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
613,        Valsequillo,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
614,        Valleseco,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
615,        Vega de San Mateo,2018,Hombres,VII. ENFERMEDADES DEL OJO Y SUS ANEXOS,"0,00"
617,        Agaete,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
618,        Agüimes,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
619,        Artenara,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
620,        Arucas,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
621,        Firgas,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
622,        Gáldar,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"8,15"
623,        Ingenio,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
624,        Mogán,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
625,        Moya,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
626,        Palmas de Gran Canaria (Las),2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
627,        San Bartolomé de Tirajana,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
628,        Aldea de San Nicolás (La),2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
629,        Santa Brígida,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
630,        Santa Lucía,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
631,        Santa María de Guía,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
632,        Tejeda,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
633,        Telde,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
634,        Teror,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
635,        Valsequillo,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
636,        Valleseco,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
637,        Vega de San Mateo,2021,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
639,        Agaete,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
640,        Agüimes,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
641,        Artenara,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,....
642,        Arucas,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
643,        Firgas,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
644,        Gáldar,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
645,        Ingenio,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
646,        Mogán,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
647,        Moya,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
648,        Palmas de Gran Canaria (Las),2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
649,        San Bartolomé de Tirajana,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
650,        Aldea de San Nicolás (La),2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
651,        Santa Brígida,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
652,        Santa Lucía,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
653,        Santa María de Guía,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
654,        Tejeda,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
655,        Telde,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
656,        Teror,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
657,        Valsequillo,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
658,        Valleseco,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
659,        Vega de San Mateo,2020,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
661,        Agaete,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
662,        Agüimes,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
663,        Artenara,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
664,        Arucas,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
665,        Firgas,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
666,        Gáldar,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
667,        Ingenio,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
668,        Mogán,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
669,        Moya,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
670,        Palmas de Gran Canaria (Las),2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
671,        San Bartolomé de Tirajana,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
672,        Aldea de San Nicolás (La),2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
673,        Santa Brígida,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
674,        Santa Lucía,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
675,        Santa María de Guía,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
676,        Tejeda,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
677,        Telde,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
678,        Teror,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
679,        Valsequillo,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
680,        Valleseco,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
681,        Vega de San Mateo,2019,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
683,        Agaete,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
684,        Agüimes,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
685,        Artenara,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
686,        Arucas,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
687,        Firgas,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
688,        Gáldar,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
689,        Ingenio,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
690,        Mogán,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"9,75"
691,        Moya,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
692,        Palmas de Gran Canaria (Las),2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
693,        San Bartolomé de Tirajana,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
694,        Aldea de San Nicolás (La),2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
695,        Santa Brígida,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
696,        Santa Lucía,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
697,        Santa María de Guía,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
698,        Tejeda,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
699,        Telde,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
700,        Teror,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
701,        Valsequillo,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
702,        Valleseco,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
703,        Vega de San Mateo,2018,Hombres,VIII. ENFERMEDADES DEL OÍDO Y DE LA APÓFISIS MASTOIDES,"0,00"
705,        Agaete,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"315,90"
706,        Agüimes,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"216,30"
707,        Artenara,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"168,35"
708,        Arucas,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"272,18"
709,        Firgas,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"262,19"
710,        Gáldar,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"301,47"
711,        Ingenio,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"193,42"
712,        Mogán,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"436,64"
713,        Moya,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"375,85"
714,        Palmas de Gran Canaria (Las),2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"298,76"
715,        San Bartolomé de Tirajana,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"237,95"
716,        Aldea de San Nicolás (La),2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"257,67"
717,        Santa Brígida,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"153,11"
718,        Santa Lucía,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"203,57"
719,        Santa María de Guía,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"260,72"
720,        Tejeda,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"298,80"
721,        Telde,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"220,29"
722,        Teror,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"262,63"
723,        Valsequillo,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"190,11"
724,        Valleseco,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"152,83"
725,        Vega de San Mateo,2021,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"253,49"
727,        Agaete,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"212,16"
728,        Agüimes,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"191,84"
729,        Artenara,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,....
730,        Arucas,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"230,17"
731,        Firgas,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"185,48"
732,        Gáldar,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"221,20"
733,        Ingenio,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"231,97"
734,        Mogán,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"292,48"
735,        Moya,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"277,78"
736,        Palmas de Gran Canaria (Las),2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"273,96"
737,        San Bartolomé de Tirajana,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"334,47"
738,        Aldea de San Nicolás (La),2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"259,54"
739,        Santa Brígida,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"361,56"
740,        Santa Lucía,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"138,10"
741,        Santa María de Guía,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"376,27"
742,        Tejeda,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"196,85"
743,        Telde,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"194,27"
744,        Teror,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"233,14"
745,        Valsequillo,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"212,72"
746,        Valleseco,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"509,42"
747,        Vega de San Mateo,2020,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"280,47"
749,        Agaete,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"286,12"
750,        Agüimes,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"205,58"
751,        Artenara,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"170,07"
752,        Arucas,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"178,58"
753,        Firgas,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"239,62"
754,        Gáldar,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"239,04"
755,        Ingenio,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"202,08"
756,        Mogán,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"190,93"
757,        Moya,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"280,18"
758,        Palmas de Gran Canaria (Las),2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"260,26"
759,        San Bartolomé de Tirajana,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"218,85"
760,        Aldea de San Nicolás (La),2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"442,36"
761,        Santa Brígida,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"230,52"
762,        Santa Lucía,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"148,96"
763,        Santa María de Guía,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"173,64"
764,        Tejeda,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"292,97"
765,        Telde,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"210,17"
766,        Teror,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"202,52"
767,        Valsequillo,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"127,74"
768,        Valleseco,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"254,97"
769,        Vega de San Mateo,2019,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"102,49"
771,        Agaete,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"394,55"
772,        Agüimes,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"188,90"
773,        Artenara,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"339,56"
774,        Arucas,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"243,80"
775,        Firgas,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"319,06"
776,        Gáldar,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"264,27"
777,        Ingenio,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"261,96"
778,        Mogán,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"331,42"
779,        Moya,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"560,80"
780,        Palmas de Gran Canaria (Las),2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"275,62"
781,        San Bartolomé de Tirajana,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"171,98"
782,        Aldea de San Nicolás (La),2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"491,72"
783,        Santa Brígida,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"187,00"
784,        Santa Lucía,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"195,75"
785,        Santa María de Guía,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"260,19"
786,        Tejeda,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"289,58"
787,        Telde,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"220,11"
788,        Teror,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"265,21"
789,        Valsequillo,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"213,68"
790,        Valleseco,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"253,94"
791,        Vega de San Mateo,2018,Hombres,IX. ENFERMEDADES DEL SISTEMA CIRCULATORIO,"254,97"
793,        Agaete,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"245,70"
794,        Agüimes,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"92,70"
795,        Artenara,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"168,35"
796,        Arucas,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"104,68"
797,        Firgas,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"209,75"
798,        Gáldar,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"89,63"
799,        Ingenio,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"87,35"
800,        Mogán,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"113,91"
801,        Moya,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"50,11"
802,        Palmas de Gran Canaria (Las),2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"140,88"
803,        San Bartolomé de Tirajana,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"90,13"
804,        Aldea de San Nicolás (La),2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"231,90"
805,        Santa Brígida,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"87,49"
806,        Santa Lucía,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"59,71"
807,        Santa María de Guía,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"202,78"
808,        Tejeda,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"0,00"
809,        Telde,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"105,18"
810,        Teror,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"30,90"
811,        Valsequillo,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"84,50"
812,        Valleseco,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"152,83"
813,        Vega de San Mateo,2021,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"101,39"
815,        Agaete,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"141,44"
816,        Agüimes,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"80,45"
817,        Artenara,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,....
818,        Arucas,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"120,32"
819,        Firgas,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"52,99"
820,        Gáldar,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"122,89"
821,        Ingenio,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"75,24"
822,        Mogán,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"122,65"
823,        Moya,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"252,53"
824,        Palmas de Gran Canaria (Las),2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"113,51"
825,        San Bartolomé de Tirajana,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"100,70"
826,        Aldea de San Nicolás (La),2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"207,63"
827,        Santa Brígida,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"153,39"
828,        Santa Lucía,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"70,41"
829,        Santa María de Guía,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"57,89"
830,        Tejeda,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"0,00"
831,        Telde,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"91,19"
832,        Teror,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"124,34"
833,        Valsequillo,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"21,27"
834,        Valleseco,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"50,94"
835,        Vega de San Mateo,2020,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"25,50"
837,        Agaete,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"71,53"
838,        Agüimes,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"93,45"
839,        Artenara,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"170,07"
840,        Arucas,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"99,80"
841,        Firgas,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"106,50"
842,        Gáldar,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"115,40"
843,        Ingenio,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"82,10"
844,        Mogán,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"114,56"
845,        Moya,2019,Hombres,X. ENFERMEDADES DEL SISTEMA RESPIRATORIO,"101,88"
